CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/28/2016,18:50,,,40.8498,-73.89834,"(40.8498, -73.89834)",SHORE ROAD                      ,CITY ISLAND ROAD,,6,0,0,0,0,0,6,0,Unspecified,Unspecified,,,,3449204,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/28/2016,13:00,MANHATTAN,10016,40.750957,-73.98273,"(40.750957, -73.98273)",5 AVENUE                        ,WEST 38 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3447995,4 dr sedan,Van,,,
05/28/2016,9:35,,,40.787045,-73.811714,"(40.787045, -73.811714)",Cross Island Pkwy               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3454079,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,8:03,MANHATTAN,10032,40.84322,-73.939186,"(40.84322, -73.939186)",WEST 171 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448762,Sedan,,,,
05/28/2016,23:15,,,40.852806,-73.90477,"(40.852806, -73.90477)",EAST BURNSIDE AVENUE            ,CRESTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455358,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,15:06,,,40.766094,-73.78444,"(40.766094, -73.78444)",,,35 AVENUE                               ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3446822,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,2:40,BRONX,10451,40.826515,-73.917946,"(40.826515, -73.917946)",MORRIS AVENUE                   ,EAST 162 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3453171,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,14:00,BRONX,10464,40.848866,-73.78711,"(40.848866, -73.78711)",,,389       CITY ISLAND AVENUE            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3447233,2 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,6:00,BROOKLYN,11212,40.662277,-73.91078,"(40.662277, -73.91078)",LIVONIA AVENUE                  ,BRISTOL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4022765,4 dr sedan,4 dr sedan,,,
05/28/2016,8:45,MANHATTAN,10028,40.774292,-73.95127,"(40.774292, -73.95127)",EAST 82 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3448415,4 dr sedan,4 dr sedan,,,
05/28/2016,20:27,QUEENS,11104,40.73974,-73.92319,"(40.73974, -73.92319)",42 STREET                       ,48 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Alcohol Involvement,,,,3451904,4 dr sedan,2 dr sedan,,,
05/28/2016,8:40,BROOKLYN,11237,40.694126,-73.90581,"(40.694126, -73.90581)",ELDERT STREET                   ,IRVING AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3450944,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,11:00,QUEENS,11354,40.765087,-73.83704,"(40.765087, -73.83704)",COLLEGE POINT BOULEVARD         ,34 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3452002,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,22:50,,,40.69732,-73.74102,"(40.69732, -73.74102)",116 AVENUE                      ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,3451632,4 dr sedan,4 dr sedan,,,
05/28/2016,0:00,,,40.709915,-74.00156,"(40.709915, -74.00156)",Brooklyn Bridge                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447048,4 dr sedan,4 dr sedan,,,
05/28/2016,16:45,BROOKLYN,11229,40.594563,-73.95947,"(40.594563, -73.95947)",EAST 12 STREET                  ,GRAVESEND NECK ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449768,Station Wagon/Sport Utility Vehicle,Taxi,,,
05/28/2016,17:40,QUEENS,11358,40.753563,-73.794586,"(40.753563, -73.794586)",AUBURNDALE LANE                 ,46 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3452006,4 dr sedan,,,,
05/28/2016,13:30,,,40.667587,-73.77972,"(40.667587, -73.77972)",155 STREET                      ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456606,4 dr sedan,4 dr sedan,,,
05/28/2016,22:50,QUEENS,11691,40.595913,-73.7715,"(40.595913, -73.7715)",BEACH 39 STREET                 ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3451254,4 dr sedan,Sedan,,,
05/28/2016,7:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3447689,2 dr sedan,,,,
05/28/2016,10:45,BRONX,10472,40.83202,-73.87323,"(40.83202, -73.87323)",EAST 172 STREET                 ,METCALF AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3455932,Sedan,Sedan,,,
05/28/2016,14:00,,,40.624912,-74.146706,"(40.624912, -74.146706)",FOREST AVENUE                   ,,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,3452652,2 dr sedan,Box Truck,,,
05/28/2016,18:10,QUEENS,11354,40.763424,-73.82803,"(40.763424, -73.82803)",,,36-16     UNION STREET                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3446814,4 dr sedan,4 dr sedan,Station Wagon/Sport Utility Vehicle,,
05/28/2016,16:05,MANHATTAN,10027,40.80897,-73.94833,"(40.80897, -73.94833)",WEST 125 STREET                 ,7 AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3458418,4 dr sedan,4 dr sedan,,,
05/28/2016,0:01,MANHATTAN,10033,40.8468,-73.931854,"(40.8468, -73.931854)",WEST 179 STREET                 ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3448809,4 dr sedan,4 dr sedan,,,
05/28/2016,10:30,BROOKLYN,11214,40.60521,-73.997635,"(40.60521, -73.997635)",20 AVENUE                       ,85 STREET,,1,0,1,0,0,0,0,0,Glare,,,,,3449808,4 dr sedan,,,,
05/28/2016,0:26,,,40.75791,-73.97766,"(40.75791, -73.97766)",EAST 49 STREET                  ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3452930,Taxi,4 dr sedan,,,
05/28/2016,16:54,,,,,,CROSS ISLAND PARKWAY            ,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,3446821,4 dr sedan,4 dr sedan,Convertible,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
05/28/2016,0:50,,,40.637276,-74.131004,"(40.637276, -74.131004)",HEBERTON AVENUE                 ,BENNETT STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3452649,Station Wagon/Sport Utility Vehicle,Bike,,,
05/28/2016,12:00,BROOKLYN,11211,,,,GRAND STREET                    ,VANDERVORT AVENUE,,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3451144,Bus,,,,
05/28/2016,13:05,QUEENS,11378,40.7139,-73.90881,"(40.7139, -73.90881)",ANDREWS AVENUE                  ,55 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3451487,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,13:30,BRONX,10466,40.892323,-73.846306,"(40.892323, -73.846306)",EDENWALD AVENUE                 ,ELY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449333,4 dr sedan,4 dr sedan,,,
05/28/2016,11:37,BRONX,10472,40.827423,-73.86823,"(40.827423, -73.86823)",WATSON AVENUE                   ,ROSEDALE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3449094,4 dr sedan,Bike,,,
05/28/2016,19:40,,,,,,WEST 12 STREET                  ,,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,3453361,Open Body,,,,
05/28/2016,20:00,BRONX,10472,40.827656,-73.8861,"(40.827656, -73.8861)",WHITLOCK AVENUE                 ,WESTCHESTER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458454,Tractor Truck Diesel,4 dr sedan,,,
05/28/2016,13:30,BROOKLYN,11210,40.62147,-73.95072,"(40.62147, -73.95072)",BEDFORD AVENUE                  ,AVENUE L,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Other Electronic Device,Unspecified,Unspecified,Unspecified,3450287,Station Wagon/Sport Utility Vehicle,Bus,Station Wagon/Sport Utility Vehicle,4 dr sedan,Station Wagon/Sport Utility Vehicle
05/28/2016,23:35,,,40.675037,-73.930534,"(40.675037, -73.930534)",BERGEN STREET                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3453654,2 dr sedan,,,,
05/28/2016,6:50,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3446819,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,15:00,BRONX,10455,40.81721,-73.916,"(40.81721, -73.916)",3 AVENUE                        ,EAST 151 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3448911,Box Truck,,,,
05/28/2016,3:37,BROOKLYN,11237,40.70062,-73.91307,"(40.70062, -73.91307)",,,246       WYCKOFF AVENUE                ,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3464590,Ambulance,2 dr sedan,,,
05/28/2016,12:40,,,40.725025,-74.005905,"(40.725025, -74.005905)",VARICK STREET                   ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3452812,Taxi,Tractor Truck Diesel,,,
05/28/2016,12:28,BROOKLYN,11229,40.60803,-73.960045,"(40.60803, -73.960045)",EAST 13 STREET                  ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456103,Sedan,,,,
05/28/2016,15:26,BRONX,10454,40.81218,-73.91844,"(40.81218, -73.91844)",,,458       EAST 144 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3447223,4 dr sedan,Station Wagon/Sport Utility Vehicle,4 dr sedan,,
05/28/2016,4:05,BROOKLYN,11232,40.653675,-74.005104,"(40.653675, -74.005104)",,,968       4 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447025,4 dr sedan,4 dr sedan,,,
05/28/2016,16:00,BRONX,10467,40.879612,-73.86736,"(40.879612, -73.86736)",,,3560      OLINVILLE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447249,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,8:00,MANHATTAN,10018,40.75649,-73.997765,"(40.75649, -73.997765)",10 AVENUE                       ,WEST 37 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3447866,4 dr sedan,4 dr sedan,,,
05/28/2016,12:54,,,40.717594,-73.99634,"(40.717594, -73.99634)",ELIZABETH STREET                ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3456689,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,21:15,BROOKLYN,11220,40.646294,-74.019844,"(40.646294, -74.019844)",2 AVENUE                        ,55 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3453572,4 dr sedan,4 dr sedan,,,
05/28/2016,18:42,BRONX,10458,40.860195,-73.89772,"(40.860195, -73.89772)",RYER AVENUE                     ,EAST 187 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449234,4 dr sedan,,,,
05/28/2016,9:45,MANHATTAN,10018,40.75529,-73.99493,"(40.75529, -73.99493)",WEST 37 STREET                  ,9 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3447994,4 dr sedan,,,,
05/28/2016,9:00,QUEENS,11355,40.754772,-73.82068,"(40.754772, -73.82068)",,,43-36     ROBINSON STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3446615,Ambulance,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,11:06,BRONX,10462,40.852596,-73.86776,"(40.852596, -73.86776)",,,2070      WHITE PLAINS ROAD             ,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3446974,,,,,
05/28/2016,16:45,,,40.759983,-73.964806,"(40.759983, -73.964806)",,,EAST 58 STREET                          ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3446869,4 dr sedan,4 dr sedan,,,
05/28/2016,5:30,BROOKLYN,11211,,,,LORIMER STREET                  ,GRAND STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3453749,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,14:20,QUEENS,11423,40.711132,-73.76166,"(40.711132, -73.76166)",198 STREET                      ,99 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3451410,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,20:33,,,40.8047,-73.91243,"(40.8047, -73.91243)",BRUCKNER BOULEVARD              ,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3448919,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,0:38,MANHATTAN,10001,40.753716,-73.996056,"(40.753716, -73.996056)",,,440       9 AVENUE                      ,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3446689,Taxi,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,14:30,BROOKLYN,11212,40.67112,-73.913506,"(40.67112, -73.913506)",,,1470      EAST NEW YORK AVENUE          ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3446569,4 dr sedan,4 dr sedan,,,
05/28/2016,15:00,BROOKLYN,11223,40.603584,-73.97784,"(40.603584, -73.97784)",HIGHLAWN AVENUE                 ,WEST 5 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3449809,4 dr sedan,4 dr sedan,,,
05/28/2016,17:20,QUEENS,11435,40.69185,-73.809265,"(40.69185, -73.809265)",104 AVENUE                      ,REMINGTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3451411,4 dr sedan,4 dr sedan,,,
05/28/2016,22:00,,,40.71752,-73.88423,"(40.71752, -73.88423)",,,71 STREET                               ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3447084,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,10:40,BROOKLYN,11214,40.60001,-74.008125,"(40.60001, -74.008125)",,,1349      SHORE PARKWAY                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3446749,4 dr sedan,,,,
05/28/2016,14:45,,,40.642174,-74.02064,"(40.642174, -74.02064)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3450430,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,17:55,QUEENS,11373,40.74546,-73.87584,"(40.74546, -73.87584)",WHITNEY AVENUE                  ,FORLEY STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3452093,4 dr sedan,4 dr sedan,,,
05/28/2016,16:26,,,40.70428,-74.007675,"(40.70428, -74.007675)",FRONT STREET                    ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3447536,2 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,12:00,QUEENS,11103,40.76645,-73.9085,"(40.76645, -73.9085)",44 STREET                       ,25 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3452440,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,22:45,STATEN ISLAND,10301,40.64196,-74.07705,"(40.64196, -74.07705)",HYATT STREET                    ,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3452597,4 dr sedan,,,,
05/28/2016,17:00,,,40.625206,-74.14956,"(40.625206, -74.14956)",,,1815      FOREST AVENUE                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3446841,Pick-up Truck,4 dr sedan,,,
05/28/2016,17:35,BROOKLYN,11207,40.684937,-73.91014,"(40.684937, -73.91014)",COOPER STREET                   ,BUSHWICK AVENUE,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,3461460,4 dr sedan,Bike,Bike,,
05/28/2016,12:50,MANHATTAN,10027,40.81084,-73.95068,"(40.81084, -73.95068)",WEST 126 STREET                 ,8 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3458416,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,23:00,BROOKLYN,11207,40.657665,-73.89705,"(40.657665, -73.89705)",HINSDALE STREET                 ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3450617,4 dr sedan,,,,
05/28/2016,0:18,MANHATTAN,10016,40.74639,-73.977646,"(40.74639, -73.977646)",3 AVENUE                        ,EAST 35 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3448120,4 dr sedan,4 dr sedan,,,
05/28/2016,16:00,BRONX,10460,40.839798,-73.873604,"(40.839798, -73.873604)",EAST TREMONT AVENUE             ,MORRIS PARK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449413,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,7:30,,,,,,BROOKLYN-QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3446778,4 dr sedan,4 dr sedan,,,
05/28/2016,13:40,QUEENS,11436,40.671406,-73.79942,"(40.671406, -73.79942)",140 STREET                      ,130 AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,3452327,4 dr sedan,4 dr sedan,,,
05/28/2016,21:00,,,40.61443,-74.039566,"(40.61443, -74.039566)",Belt Pkwy                       ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3447009,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,14:15,BROOKLYN,11203,40.644432,-73.9296,"(40.644432, -73.9296)",UTICA AVENUE                    ,CLARENDON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3453457,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/28/2016,13:55,,,,,,STATEN ISLAND EXPY              ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3446848,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/28/2016,22:00,BRONX,10454,40.80599,-73.921455,"(40.80599, -73.921455)",EAST 135 STREET                 ,BROWN PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3456810,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,5:30,,,40.637196,-73.88445,"(40.637196, -73.88445)",SEAVIEW AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3450198,4 dr sedan,Station Wagon/Sport Utility Vehicle,4 dr sedan,,
05/28/2016,20:00,STATEN ISLAND,10312,40.555996,-74.17095,"(40.555996, -74.17095)",WAINWRIGHT AVENUE               ,PERKIOMEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3454888,4 dr sedan,UNKNO,4 dr sedan,,
05/28/2016,0:57,QUEENS,11358,40.761105,-73.8039,"(40.761105, -73.8039)",,,41-14     162 STREET                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3446817,4 dr sedan,,,,
05/28/2016,0:40,QUEENS,11385,40.709072,-73.91437,"(40.709072, -73.91437)",,,1874      DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3446589,4 dr sedan,,,,
05/28/2016,15:00,QUEENS,11385,40.70521,-73.90626,"(40.70521, -73.90626)",,,676       WOODWARD AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447081,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,14:30,,,40.72158,-73.94167,"(40.72158, -73.94167)",Bqe                             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3457107,Sedan,Sedan,,,
05/28/2016,14:40,BRONX,10467,40.878643,-73.871605,"(40.878643, -73.871605)",EAST GUN HILL ROAD              ,WEBSTER AVENUE,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,3449605,4 dr sedan,School Bus,,,
05/28/2016,19:55,,,40.717472,-73.99655,"(40.717472, -73.99655)",,,146       hester                        ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3446667,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,4:00,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,Unspecified,,,3446807,4 dr sedan,4 dr sedan,2 dr sedan,,
05/28/2016,5:05,STATEN ISLAND,10305,40.59081,-74.0793,"(40.59081, -74.0793)",,,55        NUGENT AVENUE                 ,1,0,0,0,0,0,1,0,Passenger Distraction,Passenger Distraction,,,,3446853,2 dr sedan,4 dr sedan,,,
05/28/2016,18:00,,,40.75469,-73.99536,"(40.75469, -73.99536)",WEST 36 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3452903,4 dr sedan,,,,
05/28/2016,4:45,,,40.75776,-73.7834,"(40.75776, -73.7834)",NORTHERN BOULEVARD              ,,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3452160,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,13:29,BROOKLYN,11208,40.66857,-73.86887,"(40.66857, -73.86887)",,,2589      LINDEN BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3447312,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,13:30,BROOKLYN,11223,40.60566,-73.966965,"(40.60566, -73.966965)",OCEAN PARKWAY                   ,KINGS HIGHWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3453385,Sedan,Bike,,,
05/28/2016,10:55,BROOKLYN,11220,40.636074,-74.00896,"(40.636074, -74.00896)",8 AVENUE                        ,59 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449973,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,0:00,BRONX,10466,40.893276,-73.8486,"(40.893276, -73.8486)",,,4163      WICKHAM AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3453270,4 dr sedan,Sedan,4 dr sedan,,
05/28/2016,0:30,QUEENS,11413,40.67545,-73.73852,"(40.67545, -73.73852)",,,231-36    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3446594,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,8:15,BROOKLYN,11215,40.66803,-73.983955,"(40.66803, -73.983955)",9 STREET                        ,6 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3450787,4 dr sedan,Bike,,,
05/28/2016,8:30,STATEN ISLAND,10312,40.55909,-74.171646,"(40.55909, -74.171646)",,,95        WAINWRIGHT AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447172,4 dr sedan,,,,
05/28/2016,16:00,,,40.601734,-73.935036,"(40.601734, -73.935036)",GERRITSEN AVENUE                ,AVENUE U,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3449767,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
05/28/2016,13:20,BRONX,10465,40.81866,-73.81812,"(40.81866, -73.81812)",MILES AVENUE                    ,REVERE AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3453231,4 dr sedan,4 dr sedan,,,
05/28/2016,9:20,BROOKLYN,11214,40.605137,-74.00607,"(40.605137, -74.00607)",,,119       BAY 17 STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3446748,4 dr sedan,,,,
05/28/2016,16:20,BROOKLYN,11234,40.624035,-73.91969,"(40.624035, -73.91969)",AVENUE L                        ,EAST 58 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3449886,Station Wagon/Sport Utility Vehicle,Bike,,,
05/28/2016,4:25,,,40.68228,-73.877945,"(40.68228, -73.877945)",LOGAN STREET                    ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3456223,Bike,4 dr sedan,,,
05/28/2016,11:00,MANHATTAN,10016,40.747627,-73.976746,"(40.747627, -73.976746)",3 AVENUE                        ,EAST 37 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3456755,4 dr sedan,4 dr sedan,,,
05/28/2016,19:00,,,,,,,,42        amy ct                        ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447164,4 dr sedan,4 dr sedan,,,
05/28/2016,20:28,,,40.692604,-73.92751,"(40.692604, -73.92751)",BROADWAY                        ,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3450894,4 dr sedan,,,,
05/28/2016,6:27,STATEN ISLAND,10301,40.639652,-74.07551,"(40.639652, -74.07551)",BAY STREET                      ,SLOSSON TERRACE,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3452604,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,2:50,,,40.82533,-73.86563,"(40.82533, -73.86563)",Bruckner Expy                   ,,,3,0,0,0,0,0,3,0,Unsafe Speed,,,,,3446951,4 dr sedan,,,,
05/28/2016,8:00,,,40.67452,-73.80321,"(40.67452, -73.80321)",ROCKAWAY BOULEVARD              ,135 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3451714,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
