CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/28/2016,16:00,QUEENS,11418,40.700054,-73.83066,"(40.700054, -73.83066)",,,119-16    JAMAICA AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3446792,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,13:33,MANHATTAN,10021,40.775043,-73.96516,"(40.775043, -73.96516)",EAST 76 STREET                  ,5 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3448411,Taxi,,,,
05/28/2016,4:00,BROOKLYN,11212,40.663105,-73.90518,"(40.663105, -73.90518)",STONE AVENUE                    ,LIVONIA AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3453600,4 dr sedan,4 dr sedan,,,
05/28/2016,23:30,QUEENS,11412,40.70091,-73.75908,"(40.70091, -73.75908)",,,112-36    196 STREET                    ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3446838,4 dr sedan,Pick-up Truck,2 dr sedan,,
05/28/2016,5:20,BROOKLYN,11211,40.710533,-73.95514,"(40.710533, -73.95514)",BORINQUEN PLACE                 ,RODNEY STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3451143,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,13:25,,,40.72135,-74.00465,"(40.72135, -74.00465)",CANAL STREET                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3447533,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,20:35,BROOKLYN,11234,40.61768,-73.936455,"(40.61768, -73.936455)",AVENUE P                        ,RYDER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3449888,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,18:06,BRONX,10451,40.824604,-73.91515,"(40.824604, -73.91515)",,,361       EAST 161 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3446719,4 dr sedan,4 dr sedan,,,
05/28/2016,12:45,BRONX,10474,40.81033,-73.8854,"(40.81033, -73.8854)",OAK POINT AVENUE                ,FAILE STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3448983,2 dr sedan,,,,
05/28/2016,21:20,BROOKLYN,11232,40.65263,-74.00618,"(40.65263, -74.00618)",39 STREET                       ,4 AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3450432,4 dr sedan,4 dr sedan,,,
05/28/2016,17:25,QUEENS,11432,40.70852,-73.79999,"(40.70852, -73.79999)",,,162-19    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456518,4 dr sedan,4 dr sedan,,,
05/28/2016,19:00,,,40.572624,-74.1106,"(40.572624, -74.1106)",BACHE AVENUE                    ,,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3456648,,,,,
05/28/2016,11:50,,,40.833412,-73.85906,"(40.833412, -73.85906)",WESTCHESTER AVENUE              ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449093,4 dr sedan,4 dr sedan,,,
05/28/2016,10:20,MANHATTAN,10030,40.760353,-73.82974,"(40.760353, -73.82974)",,,310       WEST 143 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3446617,Station Wagon/Sport Utility Vehicle,Van,,,
05/28/2016,3:10,,,40.811108,-73.92734,"(40.811108, -73.92734)",3 AVENUE                        ,EAST 138 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,3448917,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,13:37,,,40.66662,-73.835464,"(40.66662, -73.835464)",Belt Pkwy                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3446835,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,19:30,BROOKLYN,11206,40.696983,-73.935234,"(40.696983, -73.935234)",MYRTLE AVENUE                   ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3450889,Sedan,Sedan,,,
05/28/2016,21:00,,,40.7179,-73.88342,"(40.7179, -73.88342)",72 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3451494,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,19:58,MANHATTAN,10029,40.797943,-73.94003,"(40.797943, -73.94003)",EAST 116 STREET                 ,3 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3448626,Station Wagon/Sport Utility Vehicle,Taxi,,,
05/28/2016,4:00,QUEENS,11106,40.760048,-73.92806,"(40.760048, -73.92806)",34 AVENUE                       ,30 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3452438,4 dr sedan,4 dr sedan,4 dr sedan,,
05/28/2016,15:15,,,40.703663,-73.94706,"(40.703663, -73.94706)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3451146,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,15:20,,,40.61443,-74.039566,"(40.61443, -74.039566)",Belt Pkwy                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3453357,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,23:50,,,40.762707,-73.98322,"(40.762707, -73.98322)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3455678,4 dr sedan,4 dr sedan,,,
05/28/2016,12:20,QUEENS,11355,40.755745,-73.83076,"(40.755745, -73.83076)",SANFORD AVENUE                  ,FRAME PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3452003,4 dr sedan,4 dr sedan,,,
05/28/2016,14:30,,,40.71001,-73.79474,"(40.71001, -73.79474)",168 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3451816,4 dr sedan,4 dr sedan,,,
05/28/2016,22:35,MANHATTAN,10034,40.860817,-73.92005,"(40.860817, -73.92005)",,,431       WEST 202 STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3447216,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,7:30,,,40.760254,-73.967545,"(40.760254, -73.967545)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Other Vehicular,Passenger Distraction,,,,3454332,Taxi,Sedan,,,
05/28/2016,12:50,BRONX,10459,40.826794,-73.89192,"(40.826794, -73.89192)",SOUTHERN BOULEVARD              ,EAST 167 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448984,4 dr sedan,,,,
05/28/2016,15:55,,,40.74357,-73.862755,"(40.74357, -73.862755)",ALSTYNE AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3452080,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,0:00,BROOKLYN,11214,40.597923,-73.9872,"(40.597923, -73.9872)",86 STREET                       ,25 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449810,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,13:20,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3446665,4 dr sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/28/2016,23:00,MANHATTAN,10022,40.758633,-73.96579,"(40.758633, -73.96579)",EAST 56 STREET                  ,2 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3448116,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,18:30,QUEENS,11433,40.70241,-73.79253,"(40.70241, -73.79253)",LIBERTY AVENUE                  ,165 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3459471,4 dr sedan,4 dr sedan,4 dr sedan,,
05/28/2016,6:20,,,,,,HOYT AVENUE NORTH               ,24 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3454833,4 dr sedan,,,,
05/28/2016,14:28,BRONX,10455,40.811787,-73.90465,"(40.811787, -73.90465)",PROSPECT AVENUE                 ,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3448920,Sedan,Bike,,,
05/28/2016,5:00,QUEENS,11433,40.691612,-73.78727,"(40.691612, -73.78727)",,,163-34    CLAUDE AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3446831,4 dr sedan,4 dr sedan,,,
05/28/2016,5:34,MANHATTAN,10001,40.748436,-73.9962,"(40.748436, -73.9962)",8 AVENUE                        ,WEST 28 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3447879,4 dr sedan,,,,
05/28/2016,13:50,,,,,,WEST AVENUE                     ,WOOD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449100,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,0:16,,,,,,RFK BRIDGE BX PLAZA CASH L 10   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3446902,4 dr sedan,4 dr sedan,,,
05/28/2016,13:40,STATEN ISLAND,10310,40.63173,-74.1249,"(40.63173, -74.1249)",POST AVENUE                     ,CLOVE ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3452598,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,17:00,,,40.823914,-73.87644,"(40.823914, -73.87644)",Bruckner Expy                   ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3446709,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,12:00,BROOKLYN,11205,40.71112,-73.851845,"(40.71112, -73.851845)",,,949       BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3446641,4 dr sedan,,,,
05/28/2016,11:20,BROOKLYN,11210,40.636265,-73.94802,"(40.636265, -73.94802)",NOSTRAND AVENUE                 ,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3454536,4 dr sedan,Sedan,,,
05/28/2016,14:07,BROOKLYN,11216,40.680565,-73.95229,"(40.680565, -73.95229)",,,1237      FULTON STREET                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3447322,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,9:20,,,,,,MACOMBS DAM BRIDGE              ,HARLEM RIVER DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3448720,Bus,Pick-up Truck,,,
05/28/2016,21:35,BROOKLYN,11214,40.603886,-74.00618,"(40.603886, -74.00618)",BATH AVENUE                     ,18 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449811,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,16:20,,,,,,grand central parkway           ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3454145,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,20:00,STATEN ISLAND,10306,40.560394,-74.120056,"(40.560394, -74.120056)",HYLAN BOULEVARD                 ,GUYON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3454249,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,15:00,,,,,,BELT PKWY                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3446555,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,15:00,QUEENS,11373,40.742283,-73.88004,"(40.742283, -73.88004)",,,44-30     MACNISH STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3446633,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,15:30,BROOKLYN,11207,40.68223,-73.90928,"(40.68223, -73.90928)",BROADWAY                        ,PILLING STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3450947,4 dr sedan,4 dr sedan,,,
05/28/2016,14:40,,,,,,STATEN ISLAND EXPY              ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3446849,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,12:10,BROOKLYN,11233,40.680504,-73.92857,"(40.680504, -73.92857)",REID AVENUE                     ,CHAUNCEY STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3450888,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,12:55,STATEN ISLAND,10312,40.545166,-74.16085,"(40.545166, -74.16085)",,,4360      AMBOY ROAD                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3454871,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,14:34,MANHATTAN,10014,40.74172,-74.007225,"(40.74172, -74.007225)",,,440       WEST 14 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3446862,Taxi,,,,
05/28/2016,18:00,,,40.575157,-73.98114,"(40.575157, -73.98114)",STILLWELL AVENUE                ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3449648,Station Wagon/Sport Utility Vehicle,fire,,,
05/28/2016,10:00,,,40.61443,-74.039566,"(40.61443, -74.039566)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3454488,4 dr sedan,4 dr sedan,,,
05/28/2016,13:00,,,40.640236,-73.90598,"(40.640236, -73.90598)",REMSEN AVENUE                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3450199,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,15:40,QUEENS,11103,40.768234,-73.90709,"(40.768234, -73.90709)",44 STREET                       ,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3452443,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,15:12,BROOKLYN,11226,40.65153,-73.96303,"(40.65153, -73.96303)",SAINT PAULS PLACE               ,CATON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3450305,4 dr sedan,4 dr sedan,,,
05/28/2016,11:21,STATEN ISLAND,10308,40.55858,-74.14755,"(40.55858, -74.14755)",GREAVES AVENUE                  ,NAHANT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3454246,4 dr sedan,4 dr sedan,,,
05/28/2016,20:55,QUEENS,11103,40.758972,-73.91901,"(40.758972, -73.91901)",STEINWAY STREET                 ,BROADWAY,,2,0,1,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3452447,Motorcycle,,,,
05/28/2016,0:01,BROOKLYN,11236,40.646626,-73.90399,"(40.646626, -73.90399)",FARRAGUT ROAD                   ,ROCKAWAY PARKWAY,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3450197,4 dr sedan,,,,
05/28/2016,16:30,MANHATTAN,10027,40.810173,-73.95117,"(40.810173, -73.95117)",WEST 125 STREET                 ,8 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3458420,4 dr sedan,,,,
05/28/2016,23:20,QUEENS,11365,40.73648,-73.78464,"(40.73648, -73.78464)",,,67-02     188 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447377,4 dr sedan,4 dr sedan,,,
05/28/2016,2:50,,,40.679047,-73.95857,"(40.679047, -73.95857)",CLASSON AVENUE                  ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3457139,4 dr sedan,,,,
05/28/2016,4:50,QUEENS,11412,40.691372,-73.75603,"(40.691372, -73.75603)",,,118-20    195 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3447144,4 dr sedan,,,,
05/28/2016,22:55,,,40.67189,-73.895874,"(40.67189, -73.895874)",PENNSYLVANIA AVENUE             ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3450606,4 dr sedan,4 dr sedan,,,
05/28/2016,11:33,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3452001,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,22:45,BROOKLYN,11249,40.71807,-73.96414,"(40.71807, -73.96414)",NORTH 3 STREET                  ,KENT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3451181,2 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,0:00,BRONX,10458,40.852974,-73.88701,"(40.852974, -73.88701)",,,2309      BELMONT AVENUE                ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3446738,Ambulance,4 dr sedan,,,
05/28/2016,9:30,BROOKLYN,11222,40.721222,-73.939476,"(40.721222, -73.939476)",,,32        BEADEL STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3447070,Tractor Truck Diesel,yw,,,
05/28/2016,8:18,,,40.84481,-73.92579,"(40.84481, -73.92579)",Cross Bronx Expy                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3446729,4 dr sedan,4 dr sedan,4 dr sedan,,
05/28/2016,18:10,BROOKLYN,11224,40.57513,-73.98222,"(40.57513, -73.98222)",,,3012      WEST 15 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3447272,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,4:30,QUEENS,11373,,,,QUEENS BOULEVARD                ,57 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3452078,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,19:20,BROOKLYN,11225,40.664974,-73.94327,"(40.664974, -73.94327)",,,658       MONTGOMERY STREET             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3453547,Station Wagon/Sport Utility Vehicle,Box Truck,,,
05/28/2016,10:30,BRONX,10460,40.840855,-73.86547,"(40.840855, -73.86547)",EAST TREMONT AVENUE             ,LELAND AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3449084,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,1:45,QUEENS,11377,40.744167,-73.91248,"(40.744167, -73.91248)",ROOSEVELT AVENUE                ,52 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3451901,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,6:00,QUEENS,11436,40.671406,-73.79942,"(40.671406, -73.79942)",130 AVENUE                      ,140 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3452325,2 dr sedan,Sedan,Sedan,4 dr sedan,4 dr sedan
05/28/2016,20:15,,,40.684845,-73.81338,"(40.684845, -73.81338)",109 AVENUE                      ,130 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3451719,4 dr sedan,,,,
05/28/2016,14:14,BROOKLYN,11201,40.691227,-73.98214,"(40.691227, -73.98214)",FLATBUSH AVENUE EXTENSION       ,FLEET STREET,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3451062,4 dr sedan,4 dr sedan,,,
05/28/2016,18:20,,,,,,,,132 street14 avenue                     ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3446816,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,11:00,BRONX,10456,40.83624,-73.90159,"(40.83624, -73.90159)",,,1473      CROTONA PLACE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3446940,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,17:30,BRONX,10464,40.857574,-73.79008,"(40.857574, -73.79008)",,,179       TERRACE STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3453220,4 dr sedan,4 dr sedan,4 dr sedan,,
05/28/2016,13:30,QUEENS,11358,40.752613,-73.7923,"(40.752613, -73.7923)",UTOPIA PARKWAY                  ,ASHBY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3452164,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,10:25,QUEENS,11377,40.75016,-73.90434,"(40.75016, -73.90434)",37 AVENUE                       ,58 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3451902,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,21:59,,,40.851936,-73.91078,"(40.851936, -73.91078)",WEST TREMONT AVENUE             ,GRAND AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3446734,Sedan,4 dr sedan,4 dr sedan,4 dr sedan,
05/28/2016,17:35,,,40.85306,-73.931,"(40.85306, -73.931)",WEST 187 STREET                 ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3448811,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,7:20,BRONX,10472,40.826656,-73.8739,"(40.826656, -73.8739)",MORRISON AVENUE                 ,WATSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3449080,Pick-up Truck,,,,
05/28/2016,10:55,BROOKLYN,11224,40.582382,-73.9837,"(40.582382, -73.9837)",WEST 15 STREET                  ,HART PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3449647,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,0:35,,,40.660896,-73.8859,"(40.660896, -73.8859)",Linden Boulevard                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3450598,4 dr sedan,4 dr sedan,,,
05/28/2016,8:30,QUEENS,11428,40.714092,-73.7531,"(40.714092, -73.7531)",JAMAICA AVENUE                  ,207 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3451622,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,13:50,MANHATTAN,10036,40.7615,-73.997826,"(40.7615, -73.997826)",11 AVENUE                       ,WEST 43 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3448277,Taxi,4 dr sedan,,,
05/28/2016,19:05,QUEENS,11413,40.680206,-73.74537,"(40.680206, -73.74537)",,,131-64    223 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3446797,4 dr sedan,,,,
05/28/2016,13:12,BROOKLYN,11208,40.675053,-73.87436,"(40.675053, -73.87436)",CRYSTAL STREET                  ,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3450601,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,0:00,,,40.831635,-73.91894,"(40.831635, -73.91894)",CARROLL PLACE                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,3453176,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/28/2016,12:30,,,40.843956,-73.8978,"(40.843956, -73.8978)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3560731,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,10:00,BRONX,10474,40.816864,-73.882744,"(40.816864, -73.882744)",,,772       EDGEWATER ROAD                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3470458,Tractor Truck Diesel,Sedan,,,
05/28/2016,11:30,,,40.86235,-73.89997,"(40.86235, -73.89997)",EAST FORDHAM ROAD               ,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Driver Inattention/Distraction,,,,3449604,Bus,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,15:30,,,40.81497,-73.96443,"(40.81497, -73.96443)",Henry Hudson Pkwy               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3446905,4 dr sedan,Sedan,,,
05/28/2016,16:00,QUEENS,11413,40.66462,-73.75292,"(40.66462, -73.75292)",144 AVENUE                      ,225 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3451627,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,11:30,,,40.826275,-73.85971,"(40.826275, -73.85971)",BRUCKNER BOULEVARD              ,WHITE PLAINS ROAD,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3449092,4 dr sedan,Sedan,,,
05/28/2016,12:35,MANHATTAN,10029,40.790417,-73.95184,"(40.790417, -73.95184)",MADISON AVENUE                  ,EAST 101 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448524,4 dr sedan,4 dr sedan,,,
05/28/2016,6:45,BRONX,10461,40.844,-73.82999,"(40.844, -73.82999)",,,3011      MIDDLETOWN ROAD               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3453218,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,18:08,BRONX,10453,40.85263,-73.91145,"(40.85263, -73.91145)",,,1920      HARRISON AVENUE               ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3446733,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2016,13:25,BROOKLYN,11214,40.583385,-73.98645,"(40.583385, -73.98645)",,,2939      CROPSEY AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3447271,Station Wagon/Sport Utility Vehicle,,,,
05/28/2016,10:10,MANHATTAN,10036,40.757656,-73.99079,"(40.757656, -73.99079)",,,329       WEST 42 STREET                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3446690,Bus,Bike,,,
05/28/2016,4:36,BRONX,10457,40.839767,-73.905396,"(40.839767, -73.905396)",CLAREMONT PARKWAY               ,WEBSTER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3453150,4 dr sedan,4 dr sedan,,,
05/28/2016,19:07,BROOKLYN,11236,40.637955,-73.91222,"(40.637955, -73.91222)",,,749       EAST 83 STREET                ,1,0,1,0,0,0,0,0,Unspecified,,,,,3447013,4 dr sedan,,,,
